name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Telephone,The Fame Monster (Deluxe Edition),Lady Gaga,4TCL0qqKyqsMZml0G3M9IM,2009-11-05,71,220640,0.824,0.00521,0.836,0.000817,0.112,0.716,-5.903,0.0404,122.014,3,4,energetic
Let's Groove,Raise!,"Earth, Wind & Fire",3koCCeSaVUyrRo3N2gHrd8,1981-11-14,80,339320,0.869,0.121,0.648,2.17e-05,0.126,0.9,-8.698,0.0633,125.035,11,4,energetic
Killer Queen,Bohemian Rhapsody (The Original Soundtrack),Queen,300YN8ebGB90nDuzgz0f3O,2018-10-19,69,179355,0.526,0.365,0.64,1.3e-06,0.0958,0.622,-6.374,0.0472,117.132,10,4,energetic
Love Of My Life,In Love,Various Artists,07g3QpOdaG7kMQUqreh6vn,2017-02-10,49,217386,0.329,0.933,0.179,5.04e-06,0.115,0.255,-11.589,0.0299,154.175,5,4,energetic
Crazy Little Thing Called Love,Bohemian Rhapsody (The Original Soundtrack),Queen,1F9NVicWfNQA5ki8WmEtk8,2018-10-19,60,163342,0.626,0.673,0.762,2.1e-06,0.325,0.766,-6.846,0.0432,76.793,7,4,energetic
Radio Ga Ga - Remastered 2011,The Works (2011 Remaster),Queen,1nQRg9q9uwALGzouOX5OyQ,1984-02-27,75,348226,0.744,0.183,0.502,0.000228,0.189,0.66,-7.719,0.0359,112.344,5,4,energetic
We Will Rock You,Fm (The Original Movie Soundtrack),Various Artists,1Y8yaqQHBCizw26uJBuT6d,1978-04-12,6,125026,0.632,0.507,0.653,7.76e-06,0.15,0.574,-4.979,0.108,81.267,2,4,energetic
Country Roads,Country Roads,Peter Hollens,6fRmmcYP9h2DgqcufEMj6x,2018-11-03,46,161158,0.481,0.762,0.531,0.0,0.111,0.424,-7.502,0.0331,81.998,7,4,energetic
Count on Me,Doo-Wops & Hooligans,Bruno Mars,7l1qvxWjxcKpB9PCtBuTbU,2010-10-05,75,197469,0.589,0.851,0.389,0.0,0.0772,0.501,-5.972,0.028,89.1,0,4,energetic
Misery,Hands All Over (Asia Standard Jewel Case Version),Maroon 5,557idQwt2bQnRz9CI0zguR,2010-01-01,56,216200,0.703,0.000313,0.812,0.0,0.199,0.711,-4.873,0.0422,102.982,4,4,energetic
Memories,JORDI (Deluxe),Maroon 5,4cktbXiXOapiLBMprHFErI,2021-06-11,85,189486,0.775,0.841,0.327,0.0,0.0821,0.595,-7.241,0.0557,91.05,11,4,energetic
Beautiful Mistakes (feat. Megan Thee Stallion),JORDI (Deluxe),Maroon 5,5zFglKYiknIxks8geR8rcL,2021-06-11,84,227395,0.713,0.0377,0.676,0.0,0.154,0.721,-5.483,0.027,99.048,10,4,energetic
Dark Horse,PRISM (Deluxe),Katy Perry,5jrdCoLpJSvHHorevXBATy,2013-10-18,75,215672,0.645,0.00314,0.585,0.0,0.165,0.353,-6.122,0.0513,131.931,6,4,energetic
Love Story (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,6YvqWjhGD8mB5QXcbcUKtx,2021-04-09,75,235766,0.627,0.13,0.792,3.97e-06,0.0845,0.415,-4.311,0.031,119.054,2,4,energetic
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,1Ov37jtRQ2YNAe8HzfczkL,2021-09-17,82,220433,0.583,0.0374,0.67,0.0001,0.126,0.498,-7.289,0.0646,140.061,8,4,energetic
Red (Taylor's Version),Red (Taylor's Version),Taylor Swift,4OAuvHryIVv4kMDNSLuPt6,2021-11-12,75,223093,0.516,0.00108,0.777,1.62e-06,0.0761,0.408,-4.908,0.0375,125.047,1,4,energetic
Lover,Lover,Taylor Swift,1dGr1c8CrMLDpV6mPbImSI,2019-08-23,84,221306,0.359,0.492,0.543,1.58e-05,0.118,0.453,-7.582,0.0919,68.534,7,4,energetic
Treasure,Unorthodox Jukebox,Bruno Mars,55h7vJchibLdUkxdlX3fK7,2012-12-07,80,178560,0.874,0.0412,0.692,7.24e-05,0.324,0.937,-5.28,0.0431,116.017,5,4,energetic
Grenade,Doo-Wops & Hooligans,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,2010-10-05,78,222091,0.704,0.148,0.558,0.0,0.107,0.245,-7.273,0.0542,110.444,2,4,energetic
Our First Time,Doo-Wops & Hooligans,Bruno Mars,4LjkHlY5qDz0hhFJJH5M7a,2010-10-05,54,243004,0.709,0.419,0.45,0.0,0.241,0.873,-8.267,0.0428,77.986,9,4,energetic
Young Girls,Unorthodox Jukebox,Bruno Mars,3G5iN5QBqMeXx3uZPy8tgB,2012-12-07,66,228720,0.561,0.461,0.749,1.82e-06,0.205,0.501,-4.951,0.032,125.986,6,4,energetic
Moonshine,Unorthodox Jukebox,Bruno Mars,30raivfq7rSt5nKltiHfzG,2012-12-07,57,228573,0.705,0.211,0.784,4.3e-06,0.0813,0.418,-4.351,0.0279,104.98,2,4,energetic
Money Make Her Smile,Unorthodox Jukebox,Bruno Mars,6FPQabaldvKE5cjqRfY9Os,2012-12-07,54,203973,0.754,0.0943,0.677,7.39e-05,0.153,0.78,-6.555,0.0709,93.022,0,4,energetic
Chunky,24K Magic,Bruno Mars,0mBKv9DkYfQHjdMcw2jdyI,2016-11-17,69,186973,0.571,0.0208,0.539,0.0,0.125,0.727,-4.446,0.116,202.103,5,4,energetic
That's What I Like,24K Magic,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,2016-11-17,84,206693,0.853,0.013,0.56,0.0,0.0944,0.86,-4.961,0.0406,134.066,1,4,energetic
Perm,24K Magic,Bruno Mars,1I6pKIyaBp4OebTGLJpCCC,2016-11-17,65,210053,0.853,0.0145,0.871,6.84e-05,0.198,0.863,-3.715,0.0851,124.021,8,4,energetic
Uptown Funk (feat. Bruno Mars),Uptown Funk (feat. Bruno Mars),Mark Ronson,4rmPQGwcLQjCoFq5NrTA0D,2014-11-24,25,270626,0.853,0.00966,0.681,5.71e-05,0.0233,0.93,-5.003,0.0888,114.989,0,4,energetic
Photo ID,I'm Allergic To Dogs!,Remi Wolf,0bhciG1J5Mn3aIfPjvHQIe,2020-06-24,65,265263,0.822,0.111,0.66,0.0,0.143,0.802,-3.637,0.0819,113.956,1,4,energetic
Honeypie,For Abby,JAWNY,6FfLg6FFqhCsrFOaHIGkg0,2020-10-27,75,135581,0.74,0.061,0.688,0.0,0.138,0.935,-4.361,0.0916,115.035,5,4,energetic
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,2Cd9iWfcOpGDHLz6tVA3G4,2010-05-07,81,202626,0.766,0.00627,0.873,0.0,0.0764,0.743,-6.381,0.143,126.988,11,4,energetic
On The Floor,Love?,Jennifer Lopez,3C0nOe05EIt1390bVABLyN,2011-01-01,81,284866,0.73,0.105,0.777,0.000478,0.0691,0.575,-5.194,0.0496,130.0,3,4,energetic
I'm an Albatraoz,I'm an Albatraoz,AronChupa,5MhsZlmKJG6X5kTHkdwC4B,2014-08-08,73,166848,0.883,0.601,0.817,0.00449,0.11,0.595,-5.414,0.235,128.078,0,4,energetic
"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,60nZcImufyMA1MKQY3dcCH,2014-03-03,81,232720,0.647,0.219,0.822,0.0,0.0908,0.962,-4.662,0.183,160.019,5,4,energetic
Happy,Reet Petite - New Music for Flexible Instrumentation - Demo Tracks 2016-2017,Noteservice Wind Ensemble,0eMxgAHmuvoqpLyYQrbKvQ,2016-07-04,43,123309,0.792,0.726,0.439,0.887,0.0563,0.655,-18.813,0.0602,125.578,8,4,energetic
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Lin-Manuel Miranda,3XoYqtiWHhsk59frZupImG,2021-11-19,77,179426,0.718,0.258,0.709,0.0,0.101,0.54,-5.568,0.039,119.974,4,4,energetic
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Lin-Manuel Miranda,760jhRscwGbIIe1m1IIQpU,2021-11-19,80,202226,0.65,0.0174,0.584,1.54e-06,0.042,0.37,-8.286,0.307,180.088,2,4,energetic
Old Town Road,7 EP,Lil Nas X,0F7FA14euOIX8KcbEturGH,2019-06-21,77,113000,0.907,0.0578,0.53,2.23e-06,0.101,0.507,-6.112,0.127,135.998,1,4,energetic
Old Town Road - Remix,7 EP,Lil Nas X,2YpeDb67231RjR0MgVLzsG,2019-06-21,80,157066,0.878,0.0533,0.619,0.0,0.113,0.639,-5.56,0.102,136.041,6,4,energetic
Chandelier,1000 Forms Of Fear,Sia,4VrWlk8IQxevMvERoX08iC,2014-07-04,79,216120,0.399,0.0197,0.787,6.07e-05,0.0685,0.572,-2.88,0.0499,117.089,1,5,energetic
Chivalry Is Dead,Chivalry Is Dead,Trevor Wesley,4BYO8KU39k40yaRAwDgyUs,2016-11-04,56,208161,0.484,0.0471,0.732,0.0,0.0755,0.644,-4.892,0.0705,127.313,6,4,energetic
Here I Am - Keira Version,The Princess & The Popstar (Original Motion Picture Soundtrack),Barbie,6UEdfcyb2RuKa1SSFue2B9,2012-08-28,44,177193,0.686,0.0118,0.898,0.0,0.164,0.832,-4.364,0.0459,127.002,4,4,energetic
Little Miss Perfect,Write out Loud,Write Out Loud,2nsU500CyT77T4YB02TwyL,2019-09-09,63,198412,0.598,0.828,0.192,0.0,0.0949,0.525,-12.578,0.124,81.42,6,4,energetic
Meant to Be Yours,Heathers: The Musical (World Premiere Cast Recording),Various Artists,6YYeBYEpkiR84eCDNPBDoF,2014-06-10,69,205826,0.505,0.514,0.589,0.0,0.058,0.585,-6.916,0.0852,99.648,6,4,energetic
I Am Damaged,Heathers: The Musical (World Premiere Cast Recording),Various Artists,1nMI7HkE0NOnuGMLP6MH6r,2014-06-10,53,86520,0.56,0.77,0.213,0.0,0.349,0.336,-12.029,0.276,81.855,4,4,energetic
There! Right There!,Legally Blonde The Musical (Original Broadway Cast Recording),Various Artists,41WDvgF7RgCXfLN9iKWVhp,2007-07-16,55,207026,0.715,0.666,0.35,0.0,0.523,0.697,-11.138,0.445,127.869,2,4,energetic
I Know It's Today,Shrek The Musical,Various Artists,6zEEGZVvTnbyPtaovocFwy,2008-01-01,50,318666,0.561,0.834,0.269,0.0,0.258,0.42,-9.446,0.0592,137.395,2,4,energetic
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,2019-03-29,84,194087,0.701,0.328,0.425,0.13,0.1,0.562,-10.965,0.375,135.128,7,4,energetic
COPYCAT,dont smile at me,Billie Eilish,5w7wuzMzsDer96KqxafeRK,2017-12-22,74,194711,0.679,0.353,0.388,9.25e-05,0.341,0.234,-10.977,0.0932,124.909,4,4,energetic
idontwannabeyouanymore,dont smile at me,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,2017-12-22,80,203569,0.483,0.737,0.412,0.0,0.116,0.247,-8.461,0.0402,170.163,7,3,energetic
party favor,dont smile at me,Billie Eilish,3WxmlTZ85sCYFnuIXmUAEe,2017-12-22,70,204770,0.826,0.882,0.188,2.83e-06,0.103,0.205,-12.181,0.0883,130.022,0,4,energetic
bellyache,dont smile at me,Billie Eilish,1ni8ZTAY1GHXEFOGHl7fdg,2017-12-22,69,179172,0.695,0.46,0.573,0.0734,0.482,0.408,-8.597,0.106,99.939,4,4,energetic
my boy,dont smile at me,Billie Eilish,1RGasjWLZ4qMN7wbtkLa3u,2017-12-22,74,170852,0.692,0.472,0.394,0.000191,0.117,0.324,-8.745,0.207,89.936,11,4,energetic
&burn (with Vince Staples),dont smile at me,Billie Eilish,6X7qcg95CAeJpTjtg1wooM,2017-12-22,60,179015,0.776,0.213,0.379,0.00175,0.0969,0.346,-9.351,0.331,82.531,9,4,energetic
!!!!!!!,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,0rQtoQXQfwpDW0c7Fw1NeM,2019-03-29,13,13578,0.0,0.768,0.278,0.0,0.669,0.0,-21.63,0.0,0.0,1,0,energetic
wish you were gay,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3Fj47GNK2kUF0uaEDgXLaD,2019-03-29,76,221543,0.853,0.39,0.351,9.38e-06,0.752,0.282,-10.198,0.241,118.028,7,4,energetic
my strange addiction,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3Tc57t9l2O8FwQZtQOvPXK,2019-03-29,75,179889,0.939,0.35,0.305,0.000169,0.105,0.563,-10.952,0.354,100.029,8,4,energetic
bury a friend,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,4SSnFejRGlZikf02HLewEF,2019-03-29,76,193143,0.905,0.74,0.389,0.162,0.106,0.196,-14.505,0.332,120.046,8,4,energetic
goodbye,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3LgWsmilsrWXiPYQFRD0T7,2019-03-29,68,119409,0.153,0.837,0.138,0.55,0.254,0.0503,-21.877,0.0503,74.318,6,3,energetic
Getting Older,Happier Than Ever,Billie Eilish,4HOryCnbme0zBnF8LWij3f,2021-07-30,74,244221,0.599,0.974,0.128,0.121,0.115,0.367,-17.261,0.109,159.679,10,4,energetic
I Didn't Change My Number,Happier Than Ever,Billie Eilish,7bcy34fBT2ap1L4bfPsl9q,2021-07-30,75,158463,0.849,0.612,0.48,0.269,0.295,0.677,-5.835,0.226,142.021,9,4,energetic
Billie Bossa Nova,Happier Than Ever,Billie Eilish,2KnuaZYoGzDoHiBTNYOTXG,2021-07-30,77,196730,0.895,0.222,0.389,0.0346,0.105,0.549,-11.036,0.11,110.023,7,4,energetic
my future,Happier Than Ever,Billie Eilish,3YUMWmx8EJq0DurfuIwoGh,2021-07-30,71,210005,0.456,0.814,0.285,0.143,0.307,0.0809,-10.755,0.0979,104.89,8,4,energetic
Oxytocin,Happier Than Ever,Billie Eilish,4t2OeILB07eMGTXSUbMPEu,2021-07-30,73,210232,0.757,0.0904,0.598,0.551,0.15,0.18,-7.777,0.058,124.951,11,4,energetic
GOLDWING,Happier Than Ever,Billie Eilish,0FfqyjhB6Kspvit1oOo7ax,2021-07-30,71,151536,0.654,0.755,0.303,0.159,0.0957,0.168,-13.943,0.126,160.095,5,4,energetic
Lost Cause,Happier Than Ever,Billie Eilish,4191RXFPa7Ge9XkA4cWlna,2021-07-30,75,212496,0.526,0.702,0.334,0.00782,0.0586,0.522,-8.491,0.251,74.966,10,4,energetic
Halley's Comet,Happier Than Ever,Billie Eilish,5XsAal7ZcWg1I5T4NcRjkv,2021-07-30,75,234761,0.403,0.961,0.159,0.0121,0.34,0.0381,-16.728,0.104,72.38,1,4,energetic
Not My Responsibility,Happier Than Ever,Billie Eilish,4T2zre0jqstNJ5Gt0WG9lz,2021-07-30,69,227679,0.468,0.454,0.13,0.927,0.0819,0.0362,-18.031,0.0571,115.039,1,4,energetic
OverHeated,Happier Than Ever,Billie Eilish,5uSG6fUPRaehaV820zcpsK,2021-07-30,70,214058,0.777,0.527,0.522,0.838,0.0968,0.182,-12.496,0.0535,115.008,8,4,energetic
Everybody Dies,Happier Than Ever,Billie Eilish,5jhBwnqzNNrENXnYrAdoCe,2021-07-30,70,206622,0.275,0.928,0.155,0.176,0.0888,0.0588,-17.285,0.0674,65.136,7,3,energetic
NDA,Happier Than Ever,Billie Eilish,38GBNKZUhfBkk3oNlWzRYd,2021-07-30,78,195776,0.765,0.341,0.373,0.525,0.112,0.554,-9.921,0.0713,85.016,8,4,energetic
Therefore I Am,Happier Than Ever,Billie Eilish,20R4HfKloPKgXDqU7UKk3x,2021-07-30,74,173539,0.879,0.227,0.365,0.135,0.0583,0.663,-7.781,0.0924,94.016,2,4,energetic
Male Fantasy,Happier Than Ever,Billie Eilish,4ak9GGe6afmi2HbxEjvhIC,2021-07-30,73,194886,0.687,0.863,0.288,0.0,0.0986,0.308,-10.415,0.045,110.927,2,4,energetic
Heaven 2 Hell,Heaven 2 Hell,Black Gryph0n,6btKYGz1FXNTdJVJaO5VW3,2021-10-01,60,152142,0.806,0.352,0.613,0.0,0.951,0.863,-7.297,0.342,111.976,7,4,energetic
Before I Knew It,Twang,Mason Ramsey,3cqWSJzuxZCsglpaxWtosT,2019-07-26,67,201973,0.632,0.216,0.875,5.55e-06,0.385,0.801,-3.237,0.0367,133.006,2,4,energetic
Light Switch,Light Switch,Charlie Puth,1BSMpVGWs3v5BZKnAQziAc,2022-01-20,87,185680,0.69,0.105,0.626,0.000335,0.0881,0.912,-5.693,0.306,184.009,6,4,energetic
When I Met You,True to My Music,APO Hiking Society,1t7AA4xxqEseapeIJCiQ5l,1982,68,259413,0.547,0.835,0.431,0.000286,0.0905,0.379,-9.315,0.0507,71.911,10,4,energetic
Runaway Baby,Doo-Wops & Hooligans,Bruno Mars,5MMLS3xm12D7N26xlfFApr,2010-10-05,72,148448,0.658,0.263,0.762,0.0,0.127,0.823,-3.028,0.0425,163.864,10,4,energetic
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,06KyNuuMOX1ROXRhj787tj,2016-01-29,81,217706,0.728,0.621,0.563,0.0,0.179,0.352,-8.053,0.134,100.017,1,4,energetic
Cheating on You,Cheating on You,Charlie Puth,0ClPIeT6MSgfSgQ9ZrJbAq,2019-10-01,78,196606,0.749,0.0131,0.535,3.65e-05,0.0982,0.601,-6.785,0.0336,123.042,4,4,energetic
Trust Fund Baby,Trust Fund Baby,Why Don't We,54j7EaJPDmSZYcNYvLSJ78,2018-02-01,64,184460,0.624,0.0629,0.785,0.0,0.135,0.593,-3.337,0.0498,163.929,8,4,energetic
Me Too,Thank You (Deluxe Version),Meghan Trainor,3KwwE4sgCzMaKWq6QBebmX,2017-05-12,73,181240,0.934,0.0971,0.694,1.2e-06,0.477,0.833,-5.849,0.101,123.831,11,4,energetic
Watch Me Do,Thank You (Deluxe Version),Meghan Trainor,7Jw7oOzXLYtSKCA8eqNxKK,2017-05-12,42,169773,0.849,0.00209,0.686,0.00566,0.0839,0.652,-2.674,0.0506,112.032,11,4,energetic
Better (feat. Yo Gotti),Thank You (Deluxe Version),Meghan Trainor,6b8uJshhCxmASNCjg5hLJo,2017-05-12,44,167613,0.522,0.098,0.77,0.0,0.297,0.677,-5.385,0.252,113.816,9,5,energetic
Hopeless Romantic,Thank You (Deluxe Version),Meghan Trainor,0wb0X7n3cAKeajIOguyd9t,2017-05-12,42,245120,0.626,0.735,0.315,0.0,0.115,0.526,-8.246,0.0276,88.193,0,3,energetic
I Love Me,Thank You (Deluxe Version),Meghan Trainor,1wIDxpXCRnHmQJOvSsVIP1,2017-05-12,52,167760,0.778,0.0357,0.829,3.83e-05,0.334,0.686,-4.447,0.201,96.998,11,4,energetic
Kindly Calm Me Down,Thank You (Deluxe Version),Meghan Trainor,3rsOJ5Nbmr7pWxY1p6ZDxk,2017-05-12,47,238946,0.524,0.227,0.537,0.0,0.0779,0.212,-5.395,0.033,149.758,11,4,energetic
Woman Up,Thank You (Deluxe Version),Meghan Trainor,2bUWLYU3s6sbQqlo7075Og,2017-05-12,52,208693,0.755,0.00848,0.751,0.000368,0.32,0.27,-4.322,0.051,104.942,1,4,energetic
Just a Friend to You,Thank You (Deluxe Version),Meghan Trainor,2f4FDuRjuV1yXfpoG49ABM,2017-05-12,63,164733,0.526,0.918,0.271,0.0,0.0982,0.413,-9.403,0.0284,139.876,0,4,energetic
I Won't Let You Down,Thank You (Deluxe Version),Meghan Trainor,32jNxnHEdW0R152i2MFLIC,2017-05-12,38,200013,0.689,0.297,0.725,0.0,0.0939,0.865,-5.189,0.0664,102.902,5,4,energetic
Dance Like Yo Daddy,Thank You (Deluxe Version),Meghan Trainor,6nIMEvZUmWXKp008VsZKDL,2017-05-12,45,183240,0.708,0.0523,0.844,0.0,0.327,0.924,-4.558,0.0763,140.018,7,4,energetic
Champagne Problems,Thank You (Deluxe Version),Meghan Trainor,3GITyRCiTn1dlQfmKXVeQ0,2017-05-12,39,222013,0.706,0.129,0.687,0.0,0.238,0.522,-5.182,0.0843,109.938,8,4,energetic
Mom (feat. Kelli Trainor),Thank You (Deluxe Version),Meghan Trainor,3PYZWh5KZ6VlXHDlwDVJUt,2017-05-12,54,194960,0.67,0.158,0.731,9.33e-06,0.403,0.84,-5.428,0.0846,135.99,1,4,energetic
Friends,Thank You (Deluxe Version),Meghan Trainor,4wiMHrvVktJvSmNeCPw5RS,2017-05-12,40,210386,0.571,0.0468,0.669,0.0,0.646,0.287,-4.319,0.0486,79.061,0,4,energetic
Thank You (feat. R. City),Thank You (Deluxe Version),Meghan Trainor,2wlg0KPxVfupjkhC2z14zo,2017-05-12,39,205906,0.718,0.102,0.577,0.0,0.113,0.812,-5.676,0.0425,99.981,5,4,energetic
Throwback Love,Thank You (Deluxe Version),Meghan Trainor,3xTHJOM0ZxiEaCjpTfjeF0,2017-05-12,38,193853,0.55,0.0474,0.856,1.11e-06,0.0925,0.664,-2.758,0.173,192.128,11,4,energetic
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,2hgzdQdnfWwtdpZbhZlV72,2016-04-07,73,218234,0.757,0.0472,0.678,9.14e-06,0.0654,0.82,-5.529,0.233,120.075,8,4,energetic
Could Have Been Me,Everybody Wants,The Struts,3IyCL4Em1GOpNGDf451Hg1,2016-03-04,72,187653,0.541,0.0158,0.907,0.000185,0.34,0.434,-4.512,0.0642,80.029,4,4,energetic
Turn It Down,Turn It Down,Or3o,5SDzo5YMWly9n6hVHvxPwp,2022-03-05,58,229332,0.576,0.0254,0.93,4.75e-06,0.491,0.804,-2.699,0.0919,130.051,4,4,energetic
Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),Camila Cabello,0QBzMgT7NIeoCYy3sJCof1,2022-03-04,92,206070,0.756,0.182,0.697,0.0,0.333,0.956,-6.377,0.0401,94.996,8,4,energetic
BAAM,Fun to The World,MOMOLAND,4Is1b37KJY9XVCgzp81FBW,2018-06-26,61,208474,0.725,0.115,0.94,0.00431,0.0864,0.905,-2.32,0.0435,127.051,5,4,energetic
CHEER UP,Page Two,TWICE,7lB4rxNVc7vm33ZSZXVRAQ,2016-04-25,68,208853,0.551,0.139,0.885,0.0,0.114,0.509,-1.489,0.124,172.95,6,4,energetic
BBoom BBoom,GREAT!,MOMOLAND,3BPoSr2pO34Aan6alFfVto,2018-01-03,67,208863,0.785,0.0149,0.744,0.00666,0.0661,0.833,-4.249,0.0369,126.018,3,4,energetic
Promises,Honeymoon,Beach Bunny,42aMYn1VqnZHIPGhnLhqhh,2020-02-14,49,231197,0.558,0.00118,0.856,0.00729,0.199,0.6,-2.808,0.0423,78.472,9,4,energetic
Cuffing Season,Honeymoon,Beach Bunny,4srVccJnWnCoR86uACMpAx,2020-02-14,45,178718,0.54,0.000264,0.969,0.185,0.251,0.657,-2.97,0.0377,84.483,6,4,energetic
April,Honeymoon,Beach Bunny,7l94AyvXRwnQgKccUU3PRN,2020-02-14,55,198419,0.549,0.000299,0.836,0.0603,0.197,0.745,-3.261,0.032,118.043,9,4,energetic
Rearview,Honeymoon,Beach Bunny,2OILNVXh1UmjTKKDASbkGT,2020-02-14,46,168105,0.471,0.647,0.227,0.000183,0.581,0.252,-9.977,0.0397,147.241,4,4,energetic
Ms. California,Honeymoon,Beach Bunny,7mfcxHDsf8xhHkTIPWZn7R,2020-02-14,49,172037,0.582,0.000209,0.859,0.125,0.0841,0.61,-3.943,0.0399,121.968,4,4,energetic
Colorblind,Honeymoon,Beach Bunny,2QTm6M1HG0MUUzZ8P7DxdV,2020-02-14,47,145969,0.632,0.000331,0.76,9.2e-05,0.27,0.641,-4.163,0.0307,124.001,2,4,energetic
Racetrack,Honeymoon,Beach Bunny,3wePYStHHMG2Cso6TPB7ob,2020-02-14,41,120342,0.736,0.977,0.13,0.00133,0.124,0.549,-11.918,0.035,75.061,0,1,energetic
Dream Boy,Honeymoon,Beach Bunny,2GpMgj0f0OTnPN04cFbs5f,2020-02-14,55,141396,0.677,0.00369,0.888,0.000854,0.144,0.538,-3.435,0.0298,126.013,7,4,energetic
That's Hilarious,That's Hilarious,Charlie Puth,1jIMjbzcGCcCQn5iMu9CUc,2022-04-08,81,146855,0.714,0.742,0.442,0.0,0.114,0.546,-5.909,0.0605,108.039,6,4,energetic
CAN'T STOP THE FEELING! - Film Version,TROLLS (Original Motion Picture Soundtrack),Trolls,4sQmCQUZcnBPaVm4dEUKv7,2016-09-23,66,237400,0.658,0.00816,0.82,0.0,0.0839,0.697,-5.825,0.0674,112.938,0,4,energetic
Never Ever Getting Rid of Me,Waitress (Original Broadway Cast Recording),Various Artists,1CZgbcEZEhHH28HcBFvQIW,2016-06-03,66,136200,0.622,0.387,0.542,0.0,0.114,0.939,-6.215,0.051,174.494,7,4,energetic
GUY.exe,Future Friends,Superfruit,3JTjLyrnevl9ASw3ayGO2P,2017-09-15,79,222680,0.77,0.0305,0.732,0.0,0.157,0.889,-4.601,0.0508,110.011,4,4,energetic
About Damn Time,About Damn Time,Lizzo,1PckUlxKqWQs3RlWXVBLw3,2022-04-14,95,191822,0.836,0.0995,0.743,0.0,0.335,0.722,-6.305,0.0656,108.966,10,4,energetic
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,0mBP9X2gPCuapvpZ7TGDk3,2022-06-24,85,154486,0.881,0.619,0.592,1.32e-05,0.0901,0.719,-4.898,0.0324,101.058,2,4,energetic
Butter,"Butter (Hotter, Sweeter, Cooler)",BTS,1mWdTewIgB3gtBM3TOSFhB,2021-06-04,84,164441,0.759,0.00323,0.459,0.0,0.0906,0.695,-5.187,0.0948,109.997,8,4,energetic
MONTERO (Call Me By Your Name),MONTERO,Lil Nas X,1SC5rEoYDGUK4NfG82494W,2021-09-17,85,137704,0.593,0.293,0.503,0.0,0.405,0.71,-6.725,0.22,178.781,8,4,energetic
good 4 u,SOUR,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,91,178146,0.563,0.335,0.664,0.0,0.0849,0.688,-5.044,0.154,166.928,9,4,energetic
Nobody Like U,Turning Red (Original Motion Picture Soundtrack),Finneas O'Connell,4bV5sf2B4hWBBd5HQ8S7KB,2022-03-11,79,160946,0.905,0.129,0.631,0.0,0.101,0.751,-10.06,0.177,105.026,9,4,energetic
killer queen,killer queen,Mad Tsai,0qo1JukfClmpHnUOJxpFXi,2021-10-29,74,178888,0.69,0.0604,0.732,0.00114,0.168,0.636,-5.352,0.0497,107.977,3,4,energetic
Running Out Of Time,Vivo (Original Motion Picture Soundtrack),Lin-Manuel Miranda,6ZYv8ozQzQr1ClAe8dnUZN,2021-08-06,57,134835,0.519,0.00361,0.796,0.000788,0.087,0.201,-6.336,0.0663,136.142,7,4,energetic
Take a Hint,"Make It Pop, Vol. 7",Various Artists,1AcL5QlN95gkHCVxRXrEUT,2020-01-26,60,154435,0.65,0.00834,0.874,0.000491,0.0979,0.664,-5.962,0.16,133.989,5,4,energetic
A Sky Full of Stars,Sing 2 (Original Motion Picture Soundtrack),Various Artists,2VeLdiYiILcCOEV0izfzEW,2021-12-17,71,206437,0.44,0.152,0.676,0.0201,0.108,0.429,-7.57,0.0582,125.013,6,4,energetic
DARKSIDE,Wars In A Wonderland,Neoni,6xlOnm5MITIKtixzJW8R0j,2021-08-20,75,168000,0.533,0.31,0.714,1.58e-06,0.0869,0.454,-6.472,0.0608,165.037,7,3,energetic
